algorithm	alpha	beta	k	q	valid_precision@10	valid_hit@10	valid_mrr@10	valid_ndcg@10	valid_map@10	valid_itemcoverage@10	valid_averagepopularity@10	valid_tailpercentage@10	test_precision@10	test_hit@10	test_mrr@10	test_ndcg@10	test_map@10	test_itemcoverage@10	test_averagepopularity@10	test_tailpercentage@10	embedding_size	epochs	regularization	learning_rate	n_layers	reg_weight	gamma	ii_neighbor_num	initial_weight	lambda	negative_num	negative_weight	w1	w2	w3	w4	drop_ratio	ssl_tau	ssl_weight	eps	layer_cl	temperature
ultragcn					0.0005	0.0049	0.0012	0.0005	0.0002	0.1306	0.824	0.0789	0.0003	0.0029	0.0004	0.0002	0.0	0.0886	1.1997	0.0882				0.001			0.5	10.0	0.0001	1.0	500.0	200.0	1e-07	1.0	1e-07	1.0						
ultragcn					0.0269	0.1916	0.0812	0.0429	0.021	0.0573	53.1218	0.0015	0.0531	0.2948	0.1326	0.0656	0.031	0.0673	50.5119	0.001				0.01			0.0001	10.0	0.0001	0.05	1.0	100.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0623	0.3585	0.1494	0.0977	0.0517	0.0702	61.6239	0.0005	0.1198	0.499	0.27	0.1558	0.0955	0.0584	66.6403	0.0005				0.001			0.0001	10.0	0.0001	0.05	1500.0	300.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.0464	0.2908	0.1237	0.071	0.0356	0.0439	91.5615	0.0133	0.089	0.4198	0.2208	0.1138	0.0642	0.0423	94.4737	0.0139				0.005			0.001	10.0	0.0001	1.5	500.0	200.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0611	0.3664	0.1651	0.0992	0.0525	0.0714	67.5508	0.0047	0.1194	0.5143	0.2665	0.1542	0.0931	0.0652	71.5239	0.0057				0.001			0.0001	10.0	0.0001	0.2	100.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0008	0.0079	0.0034	0.0012	0.0004	0.2188	2.7273	0.0729	0.0006	0.0057	0.0019	0.0006	0.0002	0.2253	2.6125	0.0843				0.0001			0.5	10.0	0.0001	0.2	100.0	0.5	1e-07	1.0	1e-06	1.0						
ultragcn					0.0213	0.1699	0.0768	0.0364	0.0172	0.0016	118.7839	0.0	0.0385	0.2338	0.1213	0.0531	0.0254	0.0019	110.0972	0.0				0.001			0.1	10.0	0.0001	0.2	100.0	100.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0503	0.3281	0.1374	0.0778	0.0384	0.0656	67.374	0.0067	0.101	0.4742	0.2374	0.1298	0.0731	0.0629	75.2582	0.0047				0.01			0.0001	10.0	0.0001	0.2	100.0	10.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0006	0.0059	0.0021	0.001	0.0006	0.0228	0.5046	0.0943	0.0007	0.0057	0.001	0.0005	0.0001	0.1102	1.5161	0.1053				0.001			1.0	10.0	0.0001	0.2	100.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0348	0.2348	0.1019	0.0524	0.0248	0.027	107.2805	0.0008	0.0656	0.3492	0.1686	0.0816	0.0403	0.0256	106.2666	0.0009				0.005			0.0001	10.0	0.0001	0.2	100.0	1.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0336	0.2269	0.0959	0.0506	0.0244	0.0148	111.765	0.001	0.0683	0.3521	0.1695	0.0848	0.0438	0.0142	112.7972	0.0009				0.001			0.001	10.0	0.0001	0.2	100.0	200.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0237	0.168	0.0752	0.0387	0.0191	0.0017	118.0823	0.0	0.0437	0.2414	0.1245	0.0583	0.0294	0.0022	117.6868	0.0				0.0001			0.0001	10.0	0.0001	0.2	100.0	300.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0578	0.3409	0.1586	0.095	0.0519	0.0772	72.3922	0.0191	0.1176	0.5115	0.2542	0.1501	0.0914	0.0756	70.9921	0.0173				0.001			0.0001	10.0	0.0001	0.5	100.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0304	0.2141	0.0959	0.0468	0.0223	0.0315	104.6399	0.0013	0.0615	0.3406	0.1684	0.0788	0.0394	0.0251	109.349	0.0006				0.001			0.0001	10.0	0.0001	0.2	1500.0	0.5	1e-06	1.0	1e-06	1.0						
ultragcn					0.0591	0.3448	0.1595	0.0967	0.0524	0.066	73.4597	0.0055	0.1164	0.499	0.2552	0.1484	0.0889	0.0688	70.9598	0.0059				0.001			0.0001	10.0	0.0001	0.2	50.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0005	0.0049	0.002	0.0008	0.0004	0.0803	0.8151	0.0718	0.0004	0.0038	0.0007	0.0003	0.0001	0.1146	0.8808	0.0776				0.001			0.5	10.0	0.0001	0.2	800.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0004	0.0039	0.0039	0.0009	0.0004	0.1346	1.1949	0.1031	0.0004	0.0038	0.0022	0.0006	0.0002	0.1399	1.2398	0.1008				0.001			1.0	10.0	0.0001	0.5	250.0	100.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0164	0.1346	0.0554	0.0274	0.0132	0.0013	103.0305	0.0	0.0262	0.1784	0.0679	0.0315	0.013	0.0015	79.0205	0.0				0.01			0.1	10.0	0.0001	0.005	100.0	200.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0492	0.3143	0.1489	0.0783	0.0395	0.051	87.5899	0.0048	0.0987	0.4656	0.2285	0.1235	0.0675	0.0507	87.571	0.0043				0.001			0.0001	10.0	0.0001	0.2	10.0	10.0	0.0001	1.0	1e-05	1.0						
ultragcn					0.0244	0.1699	0.0802	0.0399	0.0199	0.0163	102.5109	0.0154	0.042	0.2395	0.1232	0.0571	0.029	0.0144	102.4985	0.0132				0.005			0.001	10.0	0.0001	1.0	1.0	1.0	1e-06	1.0	0.0001	1.0						
ultragcn					0.0614	0.3615	0.1634	0.1006	0.0544	0.0697	71.0645	0.0054	0.1216	0.5191	0.2676	0.1563	0.0946	0.0657	72.005	0.0045				0.001			0.0001	10.0	0.0001	0.2	100.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0237	0.168	0.0752	0.0387	0.0191	0.0017	118.0823	0.0	0.0437	0.2414	0.1245	0.0583	0.0294	0.0022	117.6868	0.0				0.0001			0.0001	10.0	0.0001	0.2	100.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0575	0.336	0.1481	0.0891	0.0466	0.0825	70.0401	0.0332	0.1115	0.4866	0.2583	0.145	0.088	0.084	68.0497	0.0363				0.001			0.0001	10.0	0.0001	1.5	800.0	300.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0005	0.0049	0.0023	0.0007	0.0002	0.052	0.7283	0.0801	0.0005	0.0048	0.0007	0.0004	0.0001	0.0499	0.6834	0.137				0.001			0.5	10.0	0.0001	0.5	50.0	300.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0009	0.0088	0.0029	0.001	0.0003	0.0989	1.4026	0.123	0.0002	0.0019	0.0004	0.0002	0.0	0.097	1.3858	0.086				0.01			1.0	10.0	0.0001	0.005	250.0	300.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0239	0.1729	0.0803	0.0398	0.0192	0.0017	122.8938	0.0	0.0429	0.2634	0.1316	0.0589	0.0285	0.0019	123.8661	0.0				0.001			0.1	10.0	0.0001	0.2	1500.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0484	0.3143	0.1284	0.0774	0.0403	0.0846	62.1159	0.0347	0.0898	0.4151	0.2067	0.1137	0.0648	0.08	63.5052	0.0434				0.005			0.0001	10.0	0.0001	1.0	10.0	300.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0241	0.1709	0.0755	0.0391	0.0193	0.0017	118.4621	0.0	0.0441	0.2443	0.1251	0.0586	0.0294	0.0021	117.8782	0.0				0.0001			0.001	10.0	0.0001	0.2	100.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0277	0.1857	0.0828	0.0429	0.0216	0.031	99.2998	0.012	0.0525	0.2987	0.1329	0.0655	0.032	0.028	101.0635	0.0099				0.001			0.0001	10.0	0.0001	1.5	1.0	0.5	1e-06	1.0	1e-05	1.0						
ultragcn					0.0605	0.3595	0.1596	0.0981	0.0524	0.068	70.5877	0.006	0.1181	0.5162	0.2651	0.153	0.0919	0.0627	73.9025	0.0064				0.001			0.0001	10.0	0.0001	0.2	100.0	100.0	1e-07	1.0	0.0001	1.0						
ultragcn					0.0003	0.0029	0.0016	0.0009	0.0005	0.0618	0.437	0.0623	0.0008	0.0076	0.0022	0.0008	0.0002	0.0508	0.4877	0.072				0.001			0.5	10.0	0.0001	0.005	100.0	300.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0009	0.0088	0.0046	0.0015	0.0006	0.0517	3.8393	0.0457	0.0013	0.0134	0.0041	0.0016	0.0006	0.0511	3.9613	0.0652				0.01			0.1	10.0	0.0001	0.5	50.0	10.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0005	0.0049	0.0015	0.0007	0.0003	0.2331	2.4915	0.0897	0.0008	0.0076	0.0032	0.0009	0.0003	0.2319	2.3172	0.0834				0.005			1.0	10.0	0.0001	0.2	800.0	1.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0285	0.1965	0.0817	0.0429	0.0208	0.0259	106.2181	0.006	0.0565	0.3177	0.1486	0.0711	0.0355	0.0243	106.2786	0.0052				0.001			0.0001	10.0	0.0001	1.0	1500.0	0.5	1e-06	1.0	1e-05	1.0						
ultragcn					0.024	0.1699	0.0751	0.0387	0.0191	0.0017	118.7608	0.0	0.0434	0.2405	0.1238	0.058	0.0293	0.0022	117.851	0.0				0.0001			0.0001	10.0	0.0001	0.2	250.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0411	0.2642	0.112	0.061	0.03	0.032	102.7786	0.0094	0.0824	0.3969	0.1903	0.1001	0.054	0.0313	103.8513	0.0081				0.001			0.001	10.0	0.0001	1.5	100.0	100.0	1e-07	1.0	0.0001	1.0						
ultragcn					0.049	0.3124	0.1486	0.0781	0.0394	0.0511	87.5483	0.0049	0.099	0.4637	0.229	0.1238	0.0677	0.0509	87.5444	0.0046				0.001			0.0001	10.0	0.0001	0.2	10.0	10.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0302	0.2141	0.0886	0.0474	0.0238	0.0448	84.6091	0.0017	0.0532	0.3206	0.1552	0.0693	0.033	0.0387	92.1266	0.001				0.01			0.0001	10.0	0.0001	0.2	1.0	1.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0004	0.0039	0.0017	0.001	0.0007	0.0616	0.4374	0.0616	0.0008	0.0076	0.0022	0.0008	0.0002	0.0513	0.4597	0.0897				0.001			0.5	10.0	0.0001	0.005	100.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0197	0.1591	0.0684	0.0325	0.015	0.0013	101.341	0.0	0.0285	0.2032	0.0739	0.0358	0.0156	0.0014	84.9787	0.0				0.005			0.1	10.0	0.0001	0.2	100.0	200.0	0.0001	1.0	1e-05	1.0						
ultragcn					0.0007	0.0069	0.0018	0.0012	0.0005	0.2214	2.4715	0.0804	0.0005	0.0048	0.0012	0.0004	0.0001	0.2307	2.5261	0.0752				0.0001			1.0	10.0	0.0001	1.0	100.0	0.5	1e-06	1.0	1e-06	1.0						
ultragcn					0.0596	0.3546	0.158	0.0945	0.0497	0.0761	72.0492	0.0132	0.1179	0.5038	0.2619	0.1515	0.0915	0.0731	72.4168	0.0168				0.001			0.0001	10.0	0.0001	0.5	800.0	200.0	1e-06	1.0	0.0001	1.0						
ultragcn					0.0578	0.3497	0.1619	0.0955	0.0513	0.0803	67.1091	0.0057	0.1184	0.5019	0.2546	0.1502	0.0896	0.072	70.0552	0.0058				0.001			0.0001	10.0	0.0001	0.2	50.0	300.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0234	0.1719	0.0758	0.0385	0.0188	0.0017	121.5257	0.0	0.0436	0.251	0.1261	0.0585	0.0288	0.002	121.1892	0.0				0.001			0.001	10.0	0.0001	0.2	1500.0	10.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0547	0.3251	0.1465	0.0874	0.047	0.0807	69.9068	0.0393	0.109	0.4714	0.2435	0.1394	0.0844	0.0832	70.2458	0.0388				0.001			0.0001	10.0	0.0001	1.5	100.0	100.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0533	0.3232	0.1389	0.085	0.0439	0.0667	55.1676	0.0054	0.1023	0.4685	0.2351	0.1334	0.0773	0.0669	58.3118	0.0101				0.01			0.0001	10.0	0.0001	0.2	100.0	200.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0007	0.0069	0.004	0.0013	0.0006	0.0999	0.6556	0.0654	0.0007	0.0057	0.0013	0.0006	0.0002	0.099	0.7896	0.096				0.005			0.5	10.0	0.0001	0.005	250.0	200.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0008	0.0079	0.002	0.0009	0.0003	0.2313	2.5639	0.0922	0.0008	0.0076	0.0019	0.0008	0.0002	0.2323	2.7259	0.087				0.001			1.0	10.0	0.0001	0.2	10.0	1.0	1e-06	1.0	0.0001	1.0						
ultragcn					0.0251	0.1719	0.0743	0.0389	0.0187	0.0017	115.3846	0.0	0.0402	0.2252	0.1204	0.0556	0.0289	0.002	110.5353	0.0				0.0001			0.0001	10.0	0.0001	0.5	1.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.023	0.1601	0.0742	0.0381	0.0195	0.0017	116.3818	0.0	0.0413	0.2319	0.125	0.0566	0.0285	0.0021	116.4185	0.0				0.001			0.1	10.0	0.0001	1.0	100.0	200.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0304	0.2083	0.091	0.0463	0.0223	0.027	107.9749	0.0011	0.0613	0.3282	0.162	0.0774	0.0395	0.0235	109.7806	0.0007				0.001			0.0001	10.0	0.0001	0.2	100.0	0.5	1e-06	1.0	1e-06	1.0						
ultragcn					0.0334	0.2191	0.0983	0.052	0.0254	0.0133	111.9968	0.001	0.0655	0.3531	0.1702	0.0848	0.0444	0.0159	108.4979	0.0018				0.01			0.001	10.0	0.0001	0.2	100.0	200.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0473	0.2878	0.1255	0.0715	0.0367	0.0626	85.007	0.025	0.0915	0.4256	0.2179	0.1167	0.0678	0.0638	84.4861	0.0272				0.001			0.0001	10.0	0.0001	1.5	800.0	10.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0532	0.3212	0.1423	0.0898	0.0494	0.0707	64.3515	0.0083	0.1098	0.48	0.2467	0.1399	0.0825	0.0699	62.3737	0.0075				0.005			0.0001	10.0	0.0001	0.2	50.0	100.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0006	0.0059	0.0035	0.0009	0.0004	0.0665	0.5135	0.0519	0.0003	0.0029	0.0009	0.0003	0.0001	0.0776	0.5055	0.0655				0.001			0.5	10.0	0.0001	0.2	1500.0	300.0	1e-06	1.0	0.0001	1.0						
ultragcn					0.0242	0.1739	0.0777	0.0394	0.0188	0.0029	126.0004	0.0	0.0466	0.2987	0.14	0.0636	0.0298	0.0038	123.9203	0.001				0.0001			0.0001	10.0	0.0001	0.005	250.0	1.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0005	0.0049	0.001	0.0009	0.0003	0.1028	1.5215	0.1014	0.0008	0.0076	0.0036	0.0011	0.0004	0.1144	1.5519	0.1074				0.001			1.0	10.0	0.0001	0.5	100.0	200.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0225	0.1572	0.0657	0.0353	0.0164	0.0017	109.4264	0.0	0.0383	0.2424	0.0942	0.0465	0.0205	0.002	104.3308	0.0				0.001			0.1	10.0	0.0001	0.2	10.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0396	0.2662	0.1136	0.0615	0.0296	0.0748	62.3922	0.0443	0.0784	0.3836	0.1758	0.0958	0.0518	0.0754	62.0801	0.0432				0.001			0.0001	10.0	0.0001	1.0	1.0	300.0	1e-05	1.0	1e-05	1.0						
ultragcn					0.0206	0.1493	0.0731	0.0359	0.0184	0.0098	97.8147	0.0229	0.0399	0.2128	0.1108	0.0533	0.0275	0.0107	98.0498	0.0316				0.01			0.001	10.0	0.0001	0.2	100.0	0.5	1e-06	1.0	1e-07	1.0						
ultragcn					0.0536	0.3242	0.1475	0.0872	0.0462	0.0903	59.1083	0.0435	0.1078	0.4761	0.2439	0.1386	0.0826	0.0892	60.6016	0.0494				0.005			0.0001	10.0	0.0001	1.5	100.0	200.0	1e-06	1.0	0.0001	1.0						
ultragcn					0.0608	0.3595	0.1549	0.0941	0.0487	0.0775	62.1525	0.0008	0.1201	0.4952	0.2584	0.1529	0.0924	0.0586	67.738	0.0007				0.001			0.0001	10.0	0.0001	0.05	800.0	100.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0008	0.0079	0.002	0.0009	0.0003	0.0488	0.5103	0.066	0.0007	0.0067	0.0019	0.0006	0.0002	0.053	0.4073	0.0464				0.0001			0.5	10.0	0.0001	0.2	100.0	300.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0591	0.3448	0.1595	0.0967	0.0524	0.066	73.4597	0.0055	0.1164	0.499	0.2552	0.1484	0.0889	0.0688	70.9598	0.0059				0.001			0.0001	10.0	0.0001	0.2	50.0	200.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0008	0.0079	0.0016	0.001	0.0003	0.2235	2.3376	0.0893	0.0008	0.0076	0.001	0.0005	0.0001	0.2247	2.5064	0.0763				0.001			1.0	10.0	0.0001	0.005	1500.0	1.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0008	0.0079	0.0038	0.0013	0.0006	0.0252	4.0379	0.0521	0.0007	0.0067	0.0013	0.0006	0.0001	0.0276	3.7925	0.0557				0.001			0.1	10.0	0.0001	0.5	250.0	10.0	1e-05	1.0	1e-07	1.0						
ultragcn					0.0542	0.335	0.1425	0.0862	0.0448	0.0625	55.0176	0.0043	0.1056	0.4609	0.236	0.1356	0.0803	0.0596	60.931	0.0044				0.01			0.0001	10.0	0.0001	0.2	500.0	200.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0219	0.1424	0.0711	0.0363	0.019	0.0082	104.5827	0.0082	0.0415	0.2319	0.1183	0.0555	0.0283	0.0091	103.7676	0.0079				0.001			0.001	10.0	0.0001	1.0	100.0	0.5	1e-06	1.0	0.0001	1.0						
ultragcn					0.0483	0.2937	0.1404	0.0818	0.0443	0.0677	58.6816	0.0066	0.0934	0.4179	0.2179	0.1208	0.071	0.069	58.2258	0.0063				0.005			0.0001	10.0	0.0001	0.2	10.0	300.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0234	0.168	0.0787	0.0388	0.0187	0.0015	121.6118	0.0	0.044	0.2519	0.1272	0.0588	0.0291	0.002	121.8629	0.0				0.0001			0.0001	10.0	0.0001	0.05	1.0	200.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0007	0.0069	0.0021	0.0009	0.0003	0.0274	2.0861	0.0534	0.0005	0.0048	0.0013	0.0005	0.0001	0.1174	1.5221	0.0973				0.001			0.5	10.0	0.0001	1.5	100.0	100.0	1e-06	1.0	1e-06	1.0						
sgl					0.035	0.221	0.0957	0.0548	0.0278	0.1353	25.4432	0.21	0.065	0.3044	0.1348	0.0757	0.0421	0.1394	19.3676	0.2853	64.0	100.0		0.0001	3.0	1e-06											0.4	0.5	0.1			
sgl					0.0315	0.2151	0.0942	0.0487	0.0231	0.0566	76.1361	0.005	0.0574	0.3139	0.151	0.0744	0.0384	0.0267	102.9037	0.0002	64.0	100.0		0.0001	3.0	0.0001											0.2	0.5	0.005			
sgl					0.0609	0.3694	0.1521	0.0894	0.0438	0.0919	60.5663	0.0028	0.121	0.5382	0.2896	0.1585	0.0909	0.0944	60.1657	0.0031	64.0	100.0		0.001	2.0	1e-05											0.4	0.2	0.005			
sgl					0.013	0.1061	0.0421	0.0218	0.0102	0.1269	40.4936	0.0157	0.0262	0.1908	0.0754	0.0344	0.0143	0.1222	43.6023	0.0113	64.0	100.0		0.0001	2.0	1e-06											0.1	0.2	0.5			
sgl					0.0651	0.3792	0.1647	0.0979	0.0501	0.0939	58.2444	0.0017	0.1334	0.5601	0.3018	0.1738	0.1043	0.0964	57.7491	0.0024	64.0	100.0		0.001	2.0	0.0001											0.5	0.1	0.005			
sgl					0.0131	0.1061	0.0391	0.0205	0.0091	0.1411	31.8631	0.0057	0.0269	0.1794	0.0704	0.0342	0.0149	0.15	29.1121	0.0136	64.0	100.0		0.0001	1.0	0.0001											0.4	0.1	0.1			
sgl					0.0623	0.3625	0.1658	0.1033	0.0575	0.1218	44.8567	0.0054	0.1206	0.5057	0.2768	0.1565	0.0933	0.1259	41.6581	0.0072	64.0	100.0		0.01	3.0	0.0001											0.1	0.1	0.005			
sgl					0.0095	0.0835	0.0336	0.0142	0.0058	0.1641	25.9928	0.0158	0.0032	0.0296	0.0076	0.0032	0.001	0.1652	4.0212	0.1248	64.0	100.0		0.001	1.0	1e-05											0.4	0.1	1.0			
sgl					0.0485	0.3173	0.1386	0.0742	0.0357	0.0732	63.2341	0.0064	0.1006	0.4952	0.2557	0.1327	0.0714	0.0754	62.6657	0.0076	64.0	100.0		0.001	4.0	1e-05											0.0	1.0	0.05			
sgl					0.0093	0.0825	0.0342	0.0165	0.0076	0.1308	30.5712	0.1412	0.0191	0.1489	0.0619	0.0264	0.011	0.1254	28.3451	0.1843	64.0	100.0		0.0001	3.0	1e-06											0.0	0.2	0.1			
sgl					0.0622	0.3703	0.1569	0.0964	0.0505	0.1394	38.5808	0.0062	0.1221	0.5048	0.272	0.1576	0.0957	0.149	36.9175	0.0061	64.0	100.0		0.01	2.0	0.0001											0.5	0.2	0.005			
sgl					0.0498	0.335	0.1357	0.0733	0.0337	0.0713	68.1629	0.0028	0.1	0.5	0.2413	0.1285	0.0678	0.074	67.702	0.0029	64.0	100.0		0.001	3.0	0.0001											0.2	0.5	0.01			
sgl					0.0203	0.1306	0.0588	0.0328	0.0161	0.0582	48.4302	0.2706	0.0339	0.167	0.0712	0.0401	0.0208	0.0513	32.6885	0.3965	64.0	100.0		0.0001	4.0	0.0001											0.1	1.0	0.1			
sgl					0.0598	0.3743	0.1507	0.091	0.0452	0.1142	48.2079	0.0105	0.1194	0.5143	0.2666	0.1526	0.0884	0.1342	42.2094	0.0115	64.0	100.0		0.01	3.0	1e-06											0.0	1.0	0.05			
sgl					0.0632	0.3723	0.1564	0.0976	0.0508	0.1537	37.0818	0.0155	0.1273	0.5324	0.2803	0.1638	0.0983	0.1642	35.2421	0.0169	64.0	100.0		0.01	4.0	1e-06											0.2	0.5	0.05			
sgl					0.0638	0.3831	0.162	0.1018	0.0542	0.0867	51.3947	0.0007	0.1294	0.5477	0.2935	0.1664	0.0981	0.0943	47.8388	0.0008	64.0	100.0		0.001	2.0	0.0001											0.2	0.1	0.05			
sgl					0.0165	0.1306	0.0499	0.0265	0.0123	0.1636	29.0572	0.0451	0.027	0.1565	0.0642	0.0335	0.0158	0.1619	16.5912	0.1297	64.0	100.0		0.0001	1.0	0.0001											0.5	0.1	0.05			
sgl					0.0615	0.3595	0.1573	0.0948	0.0496	0.1166	44.0498	0.0057	0.1311	0.541	0.2901	0.1677	0.1002	0.1215	43.2207	0.0066	64.0	100.0		0.001	1.0	1e-06											0.5	0.5	0.1			
sgl					0.0539	0.3183	0.1378	0.0815	0.0419	0.1347	39.06	0.0187	0.1061	0.4866	0.2384	0.1328	0.0739	0.1493	35.1272	0.0224	64.0	100.0		0.005	1.0	0.0001											0.3	1.0	1.0			
sgl					0.0614	0.3684	0.1736	0.1011	0.0559	0.1047	49.5549	0.0039	0.109	0.4685	0.2519	0.1407	0.083	0.1104	43.6409	0.0047	64.0	100.0		0.01	2.0	1e-06											0.0	0.1	0.01			
sgl					0.0077	0.0678	0.0249	0.0123	0.0057	0.2337	18.4525	0.0971	0.009	0.0782	0.0252	0.0102	0.0036	0.228	6.1926	0.1728	64.0	100.0		0.005	2.0	0.0001											0.1	0.1	0.5			
sgl					0.0632	0.3762	0.1677	0.1034	0.0564	0.1215	43.7627	0.0084	0.1059	0.4609	0.2397	0.135	0.0776	0.1198	39.4788	0.0049	64.0	100.0		0.01	3.0	0.0001											0.3	0.1	0.05			
sgl					0.0624	0.3566	0.1588	0.0987	0.0532	0.1241	43.7016	0.0048	0.1226	0.521	0.2715	0.1582	0.0944	0.1258	41.2122	0.0057	64.0	100.0		0.01	3.0	0.0001											0.3	0.1	0.005			
sgl					0.065	0.3762	0.1589	0.1015	0.0544	0.116	46.0677	0.0049	0.1199	0.5019	0.2674	0.1545	0.0925	0.1223	41.2067	0.0048	64.0	100.0		0.01	3.0	0.0001											0.3	0.1	0.01			
sgl					0.0085	0.0737	0.0271	0.0139	0.0066	0.2293	12.6536	0.0944	0.0014	0.0143	0.0038	0.0015	0.0004	0.1999	2.7904	0.2168	64.0	100.0		0.01	3.0	0.0001											0.1	0.1	1.0			
sgl					0.066	0.3861	0.1795	0.1087	0.0603	0.1127	44.7638	0.0038	0.1143	0.4971	0.2647	0.1499	0.0889	0.1118	41.0297	0.0032	64.0	100.0		0.005	3.0	0.0001											0.3	0.1	0.05			
sgl					0.0077	0.0658	0.0283	0.0129	0.006	0.1987	11.7437	0.0753	0.0112	0.0897	0.0351	0.0139	0.0054	0.2239	11.686	0.1012	64.0	100.0		0.005	4.0	0.0001											0.3	0.1	0.5			
sgl					0.0661	0.3821	0.1674	0.1021	0.0534	0.1478	38.1512	0.0117	0.1321	0.5391	0.2962	0.1706	0.1032	0.1507	37.5529	0.012	64.0	100.0		0.005	3.0	1e-05											0.3	0.5	0.05			
sgl					0.0596	0.3615	0.1507	0.0909	0.046	0.1224	45.9185	0.0083	0.1253	0.5334	0.286	0.1623	0.0961	0.1309	42.8035	0.0095	64.0	100.0		0.005	3.0	0.0001											0.3	1.0	0.05			
sgl					0.0694	0.3841	0.1749	0.109	0.0595	0.1469	36.9902	0.0106	0.135	0.5468	0.2943	0.172	0.1047	0.153	35.0917	0.0109	64.0	100.0		0.005	3.0	1e-05											0.3	0.2	0.05			
sgl					0.0637	0.3733	0.1733	0.1034	0.0564	0.1745	30.1788	0.0157	0.1226	0.499	0.275	0.1565	0.0934	0.1724	31.048	0.0126	64.0	100.0		0.005	3.0	1e-05											0.4	0.2	0.5			
sgl					0.0714	0.4047	0.171	0.1095	0.0585	0.1449	37.3101	0.0096	0.1393	0.5487	0.3077	0.179	0.1093	0.1572	34.2859	0.011	64.0	100.0		0.005	4.0	1e-05											0.3	0.2	0.05			
sgl					0.0145	0.11	0.0507	0.0243	0.0117	0.1558	14.61	0.1709	0.0149	0.0945	0.0411	0.0171	0.0071	0.1499	4.6897	0.356	64.0	100.0		0.005	4.0	1e-05											0.3	0.2	1.0			
sgl					0.0655	0.3703	0.166	0.1011	0.0534	0.1479	39.6117	0.0096	0.1353	0.541	0.3007	0.1742	0.1058	0.1509	39.051	0.0102	64.0	100.0		0.005	4.0	1e-05											0.4	0.2	0.01			
sgl					0.0697	0.387	0.1767	0.1099	0.0594	0.147	37.6553	0.0127	0.1393	0.5477	0.3043	0.1781	0.1093	0.1595	34.6575	0.013	64.0	100.0		0.005	4.0	1e-05											0.2	0.2	0.05			
sgl					0.0142	0.113	0.0471	0.0235	0.0112	0.1518	16.4459	0.1543	0.012	0.0792	0.0358	0.0138	0.0056	0.1155	4.6139	0.5098	64.0	100.0		0.005	4.0	1e-05											0.2	0.2	0.5			
